gene_id,id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_00684,Gene_684,Gene_684,protein,K00185,PF00087,,Putative gene 684,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00685,Gene_685,Gene_685,protein,K00186,PF00088,,Putative gene 685,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00686,Gene_686,Gene_686,protein,K00187,PF00089,,Putative gene 686,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00687,Gene_687,Gene_687,protein,K00188,PF00090,,Putative gene 687,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00688,Gene_688,Gene_688,protein,K00189,PF00091,,Putative gene 688,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00689,Gene_689,Gene_689,protein,K00190,PF00092,,Putative gene 689,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00690,Gene_690,Gene_690,protein,K00191,PF00093,,Putative gene 690,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00691,Gene_691,Gene_691,protein,K00192,PF00094,,Putative gene 691,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00692,Gene_692,Gene_692,protein,K00193,PF00095,,Putative gene 692,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00693,Gene_693,Gene_693,protein,K00194,PF00096,,Putative gene 693,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00694,Gene_694,Gene_694,protein,K00195,PF00097,,Putative gene 694,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00695,Gene_695,Gene_695,protein,K00196,PF00098,,Putative gene 695,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00696,Gene_696,Gene_696,protein,K00197,PF00099,,Putative gene 696,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00697,Gene_697,Gene_697,protein,K00198,PF00100,,Putative gene 697,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00698,Gene_698,Gene_698,protein,K00199,PF00101,,Putative gene 698,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00699,Gene_699,Gene_699,protein,K00200,PF00102,,Putative gene 699,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00700,Gene_700,Gene_700,protein,K00201,PF00103,,Putative gene 700,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00701,Gene_701,Gene_701,protein,K00202,PF00104,,Putative gene 701,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00702,Gene_702,Gene_702,protein,K00203,PF00105,,Putative gene 702,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00703,Gene_703,Gene_703,protein,K00204,PF00106,,Putative gene 703,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00704,Gene_704,Gene_704,protein,K00205,PF00107,,Putative gene 704,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00705,Gene_705,Gene_705,protein,K00206,PF00108,,Putative gene 705,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00706,Gene_706,Gene_706,protein,K00207,PF00109,,Putative gene 706,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00707,Gene_707,Gene_707,protein,K00208,PF00110,,Putative gene 707,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00708,Gene_708,Gene_708,protein,K00209,PF00111,,Putative gene 708,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00709,Gene_709,Gene_709,protein,K00210,PF00112,,Putative gene 709,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00710,Gene_710,Gene_710,protein,K00211,PF00113,,Putative gene 710,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00711,Gene_711,Gene_711,protein,K00212,PF00114,,Putative gene 711,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00712,Gene_712,Gene_712,protein,K00213,PF00115,,Putative gene 712,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00713,Gene_713,Gene_713,protein,K00214,PF00116,,Putative gene 713,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00714,Gene_714,Gene_714,protein,K00215,PF00117,,Putative gene 714,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00715,Gene_715,Gene_715,protein,K00216,PF00118,,Putative gene 715,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00716,Gene_716,Gene_716,protein,K00217,PF00119,,Putative gene 716,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00717,Gene_717,Gene_717,protein,K00218,PF00120,,Putative gene 717,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00718,Gene_718,Gene_718,protein,K00219,PF00121,,Putative gene 718,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00719,Gene_719,Gene_719,protein,K00220,PF00122,,Putative gene 719,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00720,Gene_720,Gene_720,protein,K00221,PF00123,,Putative gene 720,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00721,Gene_721,Gene_721,protein,K00222,PF00124,,Putative gene 721,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00722,Gene_722,Gene_722,protein,K00223,PF00125,,Putative gene 722,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00723,Gene_723,Gene_723,protein,K00224,PF00126,,Putative gene 723,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00724,Gene_724,Gene_724,protein,K00225,PF00127,,Putative gene 724,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00725,Gene_725,Gene_725,protein,K00226,PF00128,,Putative gene 725,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00726,Gene_726,Gene_726,protein,K00227,PF00129,,Putative gene 726,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00727,Gene_727,Gene_727,protein,K00228,PF00130,,Putative gene 727,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00728,Gene_728,Gene_728,protein,K00229,PF00131,,Putative gene 728,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00729,Gene_729,Gene_729,protein,K00230,PF00132,,Putative gene 729,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00730,Gene_730,Gene_730,protein,K00231,PF00133,,Putative gene 730,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00731,Gene_731,Gene_731,protein,K00232,PF00134,,Putative gene 731,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00732,Gene_732,Gene_732,protein,K00233,PF00135,,Putative gene 732,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00733,Gene_733,Gene_733,protein,K00234,PF00136,,Putative gene 733,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00734,Gene_734,Gene_734,protein,K00235,PF00137,,Putative gene 734,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00735,Gene_735,Gene_735,protein,K00236,PF00138,,Putative gene 735,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00736,Gene_736,Gene_736,protein,K00237,PF00139,,Putative gene 736,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00737,Gene_737,Gene_737,protein,K00238,PF00140,,Putative gene 737,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00738,Gene_738,Gene_738,protein,K00239,PF00141,,Putative gene 738,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00739,Gene_739,Gene_739,protein,K00240,PF00142,,Putative gene 739,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00740,Gene_740,Gene_740,protein,K00241,PF00143,,Putative gene 740,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00741,Gene_741,Gene_741,protein,K00242,PF00144,,Putative gene 741,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00742,Gene_742,Gene_742,protein,K00243,PF00145,,Putative gene 742,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00743,Gene_743,Gene_743,protein,K00244,PF00146,,Putative gene 743,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00744,Gene_744,Gene_744,protein,K00245,PF00147,,Putative gene 744,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00745,Gene_745,Gene_745,protein,K00246,PF00148,,Putative gene 745,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00746,Gene_746,Gene_746,protein,K00247,PF00149,,Putative gene 746,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00747,Gene_747,Gene_747,protein,K00248,PF00150,,Putative gene 747,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00748,Gene_748,Gene_748,protein,K00249,PF00151,,Putative gene 748,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00749,Gene_749,Gene_749,protein,K00250,PF00152,,Putative gene 749,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00750,Gene_750,Gene_750,protein,K00251,PF00153,,Putative gene 750,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00751,Gene_751,Gene_751,protein,K00252,PF00154,,Putative gene 751,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00752,Gene_752,Gene_752,protein,K00253,PF00155,,Putative gene 752,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00753,Gene_753,Gene_753,protein,K00254,PF00156,,Putative gene 753,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00754,Gene_754,Gene_754,protein,K00255,PF00157,,Putative gene 754,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00755,Gene_755,Gene_755,protein,K00256,PF00158,,Putative gene 755,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00756,Gene_756,Gene_756,protein,K00257,PF00159,,Putative gene 756,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00757,Gene_757,Gene_757,protein,K00258,PF00160,,Putative gene 757,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00758,Gene_758,Gene_758,protein,K00259,PF00161,,Putative gene 758,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00759,Gene_759,Gene_759,protein,K00260,PF00162,,Putative gene 759,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00760,Gene_760,Gene_760,protein,K00261,PF00163,,Putative gene 760,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00761,Gene_761,Gene_761,protein,K00262,PF00164,,Putative gene 761,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00762,Gene_762,Gene_762,protein,K00263,PF00165,,Putative gene 762,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00763,Gene_763,Gene_763,protein,K00264,PF00166,,Putative gene 763,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00764,Gene_764,Gene_764,protein,K00265,PF00167,,Putative gene 764,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00765,Gene_765,Gene_765,protein,K00266,PF00168,,Putative gene 765,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00766,Gene_766,Gene_766,protein,K00267,PF00169,,Putative gene 766,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00767,Gene_767,Gene_767,protein,K00268,PF00170,,Putative gene 767,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00768,Gene_768,Gene_768,protein,K00269,PF00171,,Putative gene 768,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00769,Gene_769,Gene_769,protein,K00270,PF00172,,Putative gene 769,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00770,Gene_770,Gene_770,protein,K00271,PF00173,,Putative gene 770,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00771,Gene_771,Gene_771,protein,K00272,PF00174,,Putative gene 771,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00772,Gene_772,Gene_772,protein,K00273,PF00175,,Putative gene 772,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00773,Gene_773,Gene_773,protein,K00274,PF00176,,Putative gene 773,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00774,Gene_774,Gene_774,protein,K00275,PF00177,,Putative gene 774,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00775,Gene_775,Gene_775,protein,K00276,PF00178,,Putative gene 775,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00776,Gene_776,Gene_776,protein,K00277,PF00179,,Putative gene 776,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00777,Gene_777,Gene_777,protein,K00278,PF00180,,Putative gene 777,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00778,Gene_778,Gene_778,protein,K00279,PF00181,,Putative gene 778,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00779,Gene_779,Gene_779,protein,K00280,PF00182,,Putative gene 779,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00780,Gene_780,Gene_780,protein,K00281,PF00183,,Putative gene 780,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00781,Gene_781,Gene_781,protein,K00282,PF00184,,Putative gene 781,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00782,Gene_782,Gene_782,protein,K00283,PF00185,,Putative gene 782,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00783,Gene_783,Gene_783,protein,K00284,PF00186,,Putative gene 783,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00784,Gene_784,Gene_784,protein,K00285,PF00187,,Putative gene 784,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00785,Gene_785,Gene_785,protein,K00286,PF00188,,Putative gene 785,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00786,Gene_786,Gene_786,protein,K00287,PF00189,,Putative gene 786,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00787,Gene_787,Gene_787,protein,K00288,PF00190,,Putative gene 787,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00788,Gene_788,Gene_788,protein,K00289,PF00191,,Putative gene 788,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00789,Gene_789,Gene_789,protein,K00290,PF00192,,Putative gene 789,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00790,Gene_790,Gene_790,protein,K00291,PF00193,,Putative gene 790,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00791,Gene_791,Gene_791,protein,K00292,PF00194,,Putative gene 791,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00792,Gene_792,Gene_792,protein,K00293,PF00195,,Putative gene 792,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00793,Gene_793,Gene_793,protein,K00294,PF00196,,Putative gene 793,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00794,Gene_794,Gene_794,protein,K00295,PF00197,,Putative gene 794,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00795,Gene_795,Gene_795,protein,K00296,PF00198,,Putative gene 795,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00796,Gene_796,Gene_796,protein,K00297,PF00199,,Putative gene 796,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00797,Gene_797,Gene_797,protein,K00298,PF00001,,Putative gene 797,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00798,Gene_798,Gene_798,protein,K00299,PF00002,,Putative gene 798,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00799,Gene_799,Gene_799,protein,K00300,PF00003,,Putative gene 799,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_00800,Gene_800,Gene_800,protein,K00301,PF00004,,Putative gene 800,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_P00801,Protein_801,Protein_801,protein,,,,Putative protein 801,Unknown,Unknown,Unknown,Microbial
NtG_P00802,Protein_802,Protein_802,protein,,,,Putative protein 802,Unknown,Unknown,Unknown,Microbial
NtG_P00803,Protein_803,Protein_803,protein,,,,Putative protein 803,Unknown,Unknown,Unknown,Microbial
NtG_P00804,Protein_804,Protein_804,protein,,,,Putative protein 804,Unknown,Unknown,Unknown,Microbial
NtG_P00805,Protein_805,Protein_805,protein,,,,Putative protein 805,Unknown,Unknown,Unknown,Microbial
NtG_P00806,Protein_806,Protein_806,protein,,,,Putative protein 806,Unknown,Unknown,Unknown,Microbial
NtG_P00807,Protein_807,Protein_807,protein,,,,Putative protein 807,Unknown,Unknown,Unknown,Microbial
NtG_P00808,Protein_808,Protein_808,protein,,,,Putative protein 808,Unknown,Unknown,Unknown,Microbial
NtG_P00809,Protein_809,Protein_809,protein,,,,Putative protein 809,Unknown,Unknown,Unknown,Microbial
NtG_P00810,Protein_810,Protein_810,protein,,,,Putative protein 810,Unknown,Unknown,Unknown,Microbial
NtG_P00811,Protein_811,Protein_811,protein,,,,Putative protein 811,Unknown,Unknown,Unknown,Microbial
NtG_P00812,Protein_812,Protein_812,protein,,,,Putative protein 812,Unknown,Unknown,Unknown,Microbial
NtG_P00813,Protein_813,Protein_813,protein,,,,Putative protein 813,Unknown,Unknown,Unknown,Microbial
NtG_P00814,Protein_814,Protein_814,protein,,,,Putative protein 814,Unknown,Unknown,Unknown,Microbial
NtG_P00815,Protein_815,Protein_815,protein,,,,Putative protein 815,Unknown,Unknown,Unknown,Microbial
NtG_P00816,Protein_816,Protein_816,protein,,,,Putative protein 816,Unknown,Unknown,Unknown,Microbial
NtG_P00817,Protein_817,Protein_817,protein,,,,Putative protein 817,Unknown,Unknown,Unknown,Microbial
NtG_P00818,Protein_818,Protein_818,protein,,,,Putative protein 818,Unknown,Unknown,Unknown,Microbial
NtG_P00819,Protein_819,Protein_819,protein,,,,Putative protein 819,Unknown,Unknown,Unknown,Microbial
NtG_P00820,Protein_820,Protein_820,protein,,,,Putative protein 820,Unknown,Unknown,Unknown,Microbial
NtG_P00821,Protein_821,Protein_821,protein,,,,Putative protein 821,Unknown,Unknown,Unknown,Microbial
NtG_P00822,Protein_822,Protein_822,protein,,,,Putative protein 822,Unknown,Unknown,Unknown,Microbial
NtG_P00823,Protein_823,Protein_823,protein,,,,Putative protein 823,Unknown,Unknown,Unknown,Microbial
NtG_P00824,Protein_824,Protein_824,protein,,,,Putative protein 824,Unknown,Unknown,Unknown,Microbial
NtG_P00825,Protein_825,Protein_825,protein,,,,Putative protein 825,Unknown,Unknown,Unknown,Microbial
NtG_P00826,Protein_826,Protein_826,protein,,,,Putative protein 826,Unknown,Unknown,Unknown,Microbial
NtG_P00827,Protein_827,Protein_827,protein,,,,Putative protein 827,Unknown,Unknown,Unknown,Microbial
NtG_P00828,Protein_828,Protein_828,protein,,,,Putative protein 828,Unknown,Unknown,Unknown,Microbial
NtG_P00829,Protein_829,Protein_829,protein,,,,Putative protein 829,Unknown,Unknown,Unknown,Microbial
NtG_P00830,Protein_830,Protein_830,protein,,,,Putative protein 830,Unknown,Unknown,Unknown,Microbial
NtG_P00831,Protein_831,Protein_831,protein,,,,Putative protein 831,Unknown,Unknown,Unknown,Microbial
NtG_P00832,Protein_832,Protein_832,protein,,,,Putative protein 832,Unknown,Unknown,Unknown,Microbial
NtG_P00833,Protein_833,Protein_833,protein,,,,Putative protein 833,Unknown,Unknown,Unknown,Microbial
NtG_P00834,Protein_834,Protein_834,protein,,,,Putative protein 834,Unknown,Unknown,Unknown,Microbial
NtG_P00835,Protein_835,Protein_835,protein,,,,Putative protein 835,Unknown,Unknown,Unknown,Microbial
NtG_P00836,Protein_836,Protein_836,protein,,,,Putative protein 836,Unknown,Unknown,Unknown,Microbial
NtG_P00837,Protein_837,Protein_837,protein,,,,Putative protein 837,Unknown,Unknown,Unknown,Microbial
NtG_P00838,Protein_838,Protein_838,protein,,,,Putative protein 838,Unknown,Unknown,Unknown,Microbial
NtG_P00839,Protein_839,Protein_839,protein,,,,Putative protein 839,Unknown,Unknown,Unknown,Microbial
NtG_P00840,Protein_840,Protein_840,protein,,,,Putative protein 840,Unknown,Unknown,Unknown,Microbial
NtG_P00841,Protein_841,Protein_841,protein,,,,Putative protein 841,Unknown,Unknown,Unknown,Microbial
NtG_P00842,Protein_842,Protein_842,protein,,,,Putative protein 842,Unknown,Unknown,Unknown,Microbial
NtG_P00843,Protein_843,Protein_843,protein,,,,Putative protein 843,Unknown,Unknown,Unknown,Microbial
NtG_P00844,Protein_844,Protein_844,protein,,,,Putative protein 844,Unknown,Unknown,Unknown,Microbial
NtG_P00845,Protein_845,Protein_845,protein,,,,Putative protein 845,Unknown,Unknown,Unknown,Microbial
NtG_P00846,Protein_846,Protein_846,protein,,,,Putative protein 846,Unknown,Unknown,Unknown,Microbial
NtG_P00847,Protein_847,Protein_847,protein,,,,Putative protein 847,Unknown,Unknown,Unknown,Microbial
NtG_P00848,Protein_848,Protein_848,protein,,,,Putative protein 848,Unknown,Unknown,Unknown,Microbial
NtG_P00849,Protein_849,Protein_849,protein,,,,Putative protein 849,Unknown,Unknown,Unknown,Microbial
NtG_P00850,Protein_850,Protein_850,protein,,,,Putative protein 850,Unknown,Unknown,Unknown,Microbial
NtG_P00851,Protein_851,Protein_851,protein,,,,Putative protein 851,Unknown,Unknown,Unknown,Microbial
NtG_P00852,Protein_852,Protein_852,protein,,,,Putative protein 852,Unknown,Unknown,Unknown,Microbial
NtG_P00853,Protein_853,Protein_853,protein,,,,Putative protein 853,Unknown,Unknown,Unknown,Microbial
NtG_P00854,Protein_854,Protein_854,protein,,,,Putative protein 854,Unknown,Unknown,Unknown,Microbial
NtG_P00855,Protein_855,Protein_855,protein,,,,Putative protein 855,Unknown,Unknown,Unknown,Microbial
NtG_P00856,Protein_856,Protein_856,protein,,,,Putative protein 856,Unknown,Unknown,Unknown,Microbial
NtG_P00857,Protein_857,Protein_857,protein,,,,Putative protein 857,Unknown,Unknown,Unknown,Microbial
NtG_P00858,Protein_858,Protein_858,protein,,,,Putative protein 858,Unknown,Unknown,Unknown,Microbial
NtG_P00859,Protein_859,Protein_859,protein,,,,Putative protein 859,Unknown,Unknown,Unknown,Microbial
NtG_P00860,Protein_860,Protein_860,protein,,,,Putative protein 860,Unknown,Unknown,Unknown,Microbial
NtG_P00861,Protein_861,Protein_861,protein,,,,Putative protein 861,Unknown,Unknown,Unknown,Microbial
NtG_P00862,Protein_862,Protein_862,protein,,,,Putative protein 862,Unknown,Unknown,Unknown,Microbial
NtG_P00863,Protein_863,Protein_863,protein,,,,Putative protein 863,Unknown,Unknown,Unknown,Microbial
NtG_P00864,Protein_864,Protein_864,protein,,,,Putative protein 864,Unknown,Unknown,Unknown,Microbial
NtG_P00865,Protein_865,Protein_865,protein,,,,Putative protein 865,Unknown,Unknown,Unknown,Microbial
NtG_P00866,Protein_866,Protein_866,protein,,,,Putative protein 866,Unknown,Unknown,Unknown,Microbial
NtG_P00867,Protein_867,Protein_867,protein,,,,Putative protein 867,Unknown,Unknown,Unknown,Microbial
NtG_P00868,Protein_868,Protein_868,protein,,,,Putative protein 868,Unknown,Unknown,Unknown,Microbial
NtG_P00869,Protein_869,Protein_869,protein,,,,Putative protein 869,Unknown,Unknown,Unknown,Microbial
NtG_P00870,Protein_870,Protein_870,protein,,,,Putative protein 870,Unknown,Unknown,Unknown,Microbial
NtG_P00871,Protein_871,Protein_871,protein,,,,Putative protein 871,Unknown,Unknown,Unknown,Microbial
NtG_P00872,Protein_872,Protein_872,protein,,,,Putative protein 872,Unknown,Unknown,Unknown,Microbial
NtG_P00873,Protein_873,Protein_873,protein,,,,Putative protein 873,Unknown,Unknown,Unknown,Microbial
NtG_P00874,Protein_874,Protein_874,protein,,,,Putative protein 874,Unknown,Unknown,Unknown,Microbial
NtG_P00875,Protein_875,Protein_875,protein,,,,Putative protein 875,Unknown,Unknown,Unknown,Microbial
NtG_P00876,Protein_876,Protein_876,protein,,,,Putative protein 876,Unknown,Unknown,Unknown,Microbial
NtG_P00877,Protein_877,Protein_877,protein,,,,Putative protein 877,Unknown,Unknown,Unknown,Microbial
NtG_P00878,Protein_878,Protein_878,protein,,,,Putative protein 878,Unknown,Unknown,Unknown,Microbial
NtG_P00879,Protein_879,Protein_879,protein,,,,Putative protein 879,Unknown,Unknown,Unknown,Microbial
NtG_P00880,Protein_880,Protein_880,protein,,,,Putative protein 880,Unknown,Unknown,Unknown,Microbial
NtG_P00881,Protein_881,Protein_881,protein,,,,Putative protein 881,Unknown,Unknown,Unknown,Microbial
NtG_P00882,Protein_882,Protein_882,protein,,,,Putative protein 882,Unknown,Unknown,Unknown,Microbial
NtG_P00883,Protein_883,Protein_883,protein,,,,Putative protein 883,Unknown,Unknown,Unknown,Microbial
NtG_P00884,Protein_884,Protein_884,protein,,,,Putative protein 884,Unknown,Unknown,Unknown,Microbial
NtG_P00885,Protein_885,Protein_885,protein,,,,Putative protein 885,Unknown,Unknown,Unknown,Microbial
NtG_P00886,Protein_886,Protein_886,protein,,,,Putative protein 886,Unknown,Unknown,Unknown,Microbial
NtG_P00887,Protein_887,Protein_887,protein,,,,Putative protein 887,Unknown,Unknown,Unknown,Microbial
NtG_P00888,Protein_888,Protein_888,protein,,,,Putative protein 888,Unknown,Unknown,Unknown,Microbial
NtG_P00889,Protein_889,Protein_889,protein,,,,Putative protein 889,Unknown,Unknown,Unknown,Microbial
NtG_P00890,Protein_890,Protein_890,protein,,,,Putative protein 890,Unknown,Unknown,Unknown,Microbial
NtG_P00891,Protein_891,Protein_891,protein,,,,Putative protein 891,Unknown,Unknown,Unknown,Microbial
NtG_P00892,Protein_892,Protein_892,protein,,,,Putative protein 892,Unknown,Unknown,Unknown,Microbial
NtG_P00893,Protein_893,Protein_893,protein,,,,Putative protein 893,Unknown,Unknown,Unknown,Microbial
NtG_P00894,Protein_894,Protein_894,protein,,,,Putative protein 894,Unknown,Unknown,Unknown,Microbial
NtG_P00895,Protein_895,Protein_895,protein,,,,Putative protein 895,Unknown,Unknown,Unknown,Microbial
NtG_P00896,Protein_896,Protein_896,protein,,,,Putative protein 896,Unknown,Unknown,Unknown,Microbial
NtG_P00897,Protein_897,Protein_897,protein,,,,Putative protein 897,Unknown,Unknown,Unknown,Microbial
NtG_P00898,Protein_898,Protein_898,protein,,,,Putative protein 898,Unknown,Unknown,Unknown,Microbial
NtG_P00899,Protein_899,Protein_899,protein,,,,Putative protein 899,Unknown,Unknown,Unknown,Microbial
NtG_P00900,Protein_900,Protein_900,protein,,,,Putative protein 900,Unknown,Unknown,Unknown,Microbial
NtG_P00901,Protein_901,Protein_901,protein,,,,Putative protein 901,Unknown,Unknown,Unknown,Microbial
NtG_P00902,Protein_902,Protein_902,protein,,,,Putative protein 902,Unknown,Unknown,Unknown,Microbial
NtG_P00903,Protein_903,Protein_903,protein,,,,Putative protein 903,Unknown,Unknown,Unknown,Microbial
NtG_P00904,Protein_904,Protein_904,protein,,,,Putative protein 904,Unknown,Unknown,Unknown,Microbial
NtG_P00905,Protein_905,Protein_905,protein,,,,Putative protein 905,Unknown,Unknown,Unknown,Microbial
NtG_P00906,Protein_906,Protein_906,protein,,,,Putative protein 906,Unknown,Unknown,Unknown,Microbial
NtG_P00907,Protein_907,Protein_907,protein,,,,Putative protein 907,Unknown,Unknown,Unknown,Microbial
NtG_P00908,Protein_908,Protein_908,protein,,,,Putative protein 908,Unknown,Unknown,Unknown,Microbial
NtG_P00909,Protein_909,Protein_909,protein,,,,Putative protein 909,Unknown,Unknown,Unknown,Microbial
NtG_P00910,Protein_910,Protein_910,protein,,,,Putative protein 910,Unknown,Unknown,Unknown,Microbial
NtG_P00911,Protein_911,Protein_911,protein,,,,Putative protein 911,Unknown,Unknown,Unknown,Microbial
NtG_P00912,Protein_912,Protein_912,protein,,,,Putative protein 912,Unknown,Unknown,Unknown,Microbial
NtG_P00913,Protein_913,Protein_913,protein,,,,Putative protein 913,Unknown,Unknown,Unknown,Microbial
NtG_P00914,Protein_914,Protein_914,protein,,,,Putative protein 914,Unknown,Unknown,Unknown,Microbial
NtG_P00915,Protein_915,Protein_915,protein,,,,Putative protein 915,Unknown,Unknown,Unknown,Microbial
