gene_id,name,type,kegg,pfam,ec_number,description,category,super_class,family,organism
NtG_01052,Gene_1052,gene,K00054,PF00057,,Putative gene 1052,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01053,Gene_1053,gene,K00055,PF00058,,Putative gene 1053,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01054,Gene_1054,gene,K00056,PF00059,,Putative gene 1054,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01055,Gene_1055,gene,K00057,PF00060,,Putative gene 1055,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01056,Gene_1056,gene,K00058,PF00061,,Putative gene 1056,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01057,Gene_1057,gene,K00059,PF00062,,Putative gene 1057,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01058,Gene_1058,gene,K00060,PF00063,,Putative gene 1058,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01059,Gene_1059,gene,K00061,PF00064,,Putative gene 1059,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01060,Gene_1060,gene,K00062,PF00065,,Putative gene 1060,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01061,Gene_1061,gene,K00063,PF00066,,Putative gene 1061,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01062,Gene_1062,gene,K00064,PF00067,,Putative gene 1062,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01063,Gene_1063,gene,K00065,PF00068,,Putative gene 1063,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01064,Gene_1064,gene,K00066,PF00069,,Putative gene 1064,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01065,Gene_1065,gene,K00067,PF00070,,Putative gene 1065,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01066,Gene_1066,gene,K00068,PF00071,,Putative gene 1066,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01067,Gene_1067,gene,K00069,PF00072,,Putative gene 1067,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01068,Gene_1068,gene,K00070,PF00073,,Putative gene 1068,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01069,Gene_1069,gene,K00071,PF00074,,Putative gene 1069,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01070,Gene_1070,gene,K00072,PF00075,,Putative gene 1070,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01071,Gene_1071,gene,K00073,PF00076,,Putative gene 1071,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01072,Gene_1072,gene,K00074,PF00077,,Putative gene 1072,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01073,Gene_1073,gene,K00075,PF00078,,Putative gene 1073,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01074,Gene_1074,gene,K00076,PF00079,,Putative gene 1074,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01075,Gene_1075,gene,K00077,PF00080,,Putative gene 1075,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01076,Gene_1076,gene,K00078,PF00081,,Putative gene 1076,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01077,Gene_1077,gene,K00079,PF00082,,Putative gene 1077,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01078,Gene_1078,gene,K00080,PF00083,,Putative gene 1078,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01079,Gene_1079,gene,K00081,PF00084,,Putative gene 1079,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01080,Gene_1080,gene,K00082,PF00085,,Putative gene 1080,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01081,Gene_1081,gene,K00083,PF00086,,Putative gene 1081,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01082,Gene_1082,gene,K00084,PF00087,,Putative gene 1082,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01083,Gene_1083,gene,K00085,PF00088,,Putative gene 1083,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01084,Gene_1084,gene,K00086,PF00089,,Putative gene 1084,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01085,Gene_1085,gene,K00087,PF00090,,Putative gene 1085,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01086,Gene_1086,gene,K00088,PF00091,,Putative gene 1086,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01087,Gene_1087,gene,K00089,PF00092,,Putative gene 1087,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01088,Gene_1088,gene,K00090,PF00093,,Putative gene 1088,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01089,Gene_1089,gene,K00091,PF00094,,Putative gene 1089,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01090,Gene_1090,gene,K00092,PF00095,,Putative gene 1090,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01091,Gene_1091,gene,K00093,PF00096,,Putative gene 1091,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01092,Gene_1092,gene,K00094,PF00097,,Putative gene 1092,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01093,Gene_1093,gene,K00095,PF00098,,Putative gene 1093,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01094,Gene_1094,gene,K00096,PF00099,,Putative gene 1094,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01095,Gene_1095,gene,K00097,PF00100,,Putative gene 1095,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01096,Gene_1096,gene,K00098,PF00101,,Putative gene 1096,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01097,Gene_1097,gene,K00099,PF00102,,Putative gene 1097,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01098,Gene_1098,gene,K00100,PF00103,,Putative gene 1098,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01099,Gene_1099,gene,K00101,PF00104,,Putative gene 1099,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01100,Gene_1100,gene,K00102,PF00105,,Putative gene 1100,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01101,Gene_1101,gene,K00103,PF00106,,Putative gene 1101,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01102,Gene_1102,gene,K00104,PF00107,,Putative gene 1102,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01103,Gene_1103,gene,K00105,PF00108,,Putative gene 1103,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01104,Gene_1104,gene,K00106,PF00109,,Putative gene 1104,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01105,Gene_1105,gene,K00107,PF00110,,Putative gene 1105,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01106,Gene_1106,gene,K00108,PF00111,,Putative gene 1106,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01107,Gene_1107,gene,K00109,PF00112,,Putative gene 1107,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01108,Gene_1108,gene,K00110,PF00113,,Putative gene 1108,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01109,Gene_1109,gene,K00111,PF00114,,Putative gene 1109,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01110,Gene_1110,gene,K00112,PF00115,,Putative gene 1110,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01111,Gene_1111,gene,K00113,PF00116,,Putative gene 1111,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01112,Gene_1112,gene,K00114,PF00117,,Putative gene 1112,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01113,Gene_1113,gene,K00115,PF00118,,Putative gene 1113,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01114,Gene_1114,gene,K00116,PF00119,,Putative gene 1114,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01115,Gene_1115,gene,K00117,PF00120,,Putative gene 1115,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01116,Gene_1116,gene,K00118,PF00121,,Putative gene 1116,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01117,Gene_1117,gene,K00119,PF00122,,Putative gene 1117,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01118,Gene_1118,gene,K00120,PF00123,,Putative gene 1118,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01119,Gene_1119,gene,K00121,PF00124,,Putative gene 1119,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01120,Gene_1120,gene,K00122,PF00125,,Putative gene 1120,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01121,Gene_1121,gene,K00123,PF00126,,Putative gene 1121,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01122,Gene_1122,gene,K00124,PF00127,,Putative gene 1122,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01123,Gene_1123,gene,K00125,PF00128,,Putative gene 1123,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01124,Gene_1124,gene,K00126,PF00129,,Putative gene 1124,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01125,Gene_1125,gene,K00127,PF00130,,Putative gene 1125,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01126,Gene_1126,gene,K00128,PF00131,,Putative gene 1126,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01127,Gene_1127,gene,K00129,PF00132,,Putative gene 1127,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01128,Gene_1128,gene,K00130,PF00133,,Putative gene 1128,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01129,Gene_1129,gene,K00131,PF00134,,Putative gene 1129,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01130,Gene_1130,gene,K00132,PF00135,,Putative gene 1130,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01131,Gene_1131,gene,K00133,PF00136,,Putative gene 1131,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01132,Gene_1132,gene,K00134,PF00137,,Putative gene 1132,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01133,Gene_1133,gene,K00135,PF00138,,Putative gene 1133,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01134,Gene_1134,gene,K00136,PF00139,,Putative gene 1134,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01135,Gene_1135,gene,K00137,PF00140,,Putative gene 1135,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01136,Gene_1136,gene,K00138,PF00141,,Putative gene 1136,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01137,Gene_1137,gene,K00139,PF00142,,Putative gene 1137,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01138,Gene_1138,gene,K00140,PF00143,,Putative gene 1138,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01139,Gene_1139,gene,K00141,PF00144,,Putative gene 1139,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01140,Gene_1140,gene,K00142,PF00145,,Putative gene 1140,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01141,Gene_1141,gene,K00143,PF00146,,Putative gene 1141,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01142,Gene_1142,gene,K00144,PF00147,,Putative gene 1142,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01143,Gene_1143,gene,K00145,PF00148,,Putative gene 1143,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01144,Gene_1144,gene,K00146,PF00149,,Putative gene 1144,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01145,Gene_1145,gene,K00147,PF00150,,Putative gene 1145,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01146,Gene_1146,gene,K00148,PF00151,,Putative gene 1146,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01147,Gene_1147,gene,K00149,PF00152,,Putative gene 1147,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01148,Gene_1148,gene,K00150,PF00153,,Putative gene 1148,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01149,Gene_1149,gene,K00151,PF00154,,Putative gene 1149,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01150,Gene_1150,gene,K00152,PF00155,,Putative gene 1150,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01151,Gene_1151,gene,K00153,PF00156,,Putative gene 1151,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01152,Gene_1152,gene,K00154,PF00157,,Putative gene 1152,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01153,Gene_1153,gene,K00155,PF00158,,Putative gene 1153,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01154,Gene_1154,gene,K00156,PF00159,,Putative gene 1154,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01155,Gene_1155,gene,K00157,PF00160,,Putative gene 1155,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01156,Gene_1156,gene,K00158,PF00161,,Putative gene 1156,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01157,Gene_1157,gene,K00159,PF00162,,Putative gene 1157,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01158,Gene_1158,gene,K00160,PF00163,,Putative gene 1158,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01159,Gene_1159,gene,K00161,PF00164,,Putative gene 1159,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01160,Gene_1160,gene,K00162,PF00165,,Putative gene 1160,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01161,Gene_1161,gene,K00163,PF00166,,Putative gene 1161,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01162,Gene_1162,gene,K00164,PF00167,,Putative gene 1162,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01163,Gene_1163,gene,K00165,PF00168,,Putative gene 1163,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01164,Gene_1164,gene,K00166,PF00169,,Putative gene 1164,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01165,Gene_1165,gene,K00167,PF00170,,Putative gene 1165,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01166,Gene_1166,gene,K00168,PF00171,,Putative gene 1166,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01167,Gene_1167,gene,K00169,PF00172,,Putative gene 1167,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01168,Gene_1168,gene,K00170,PF00173,,Putative gene 1168,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01169,Gene_1169,gene,K00171,PF00174,,Putative gene 1169,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01170,Gene_1170,gene,K00172,PF00175,,Putative gene 1170,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01171,Gene_1171,gene,K00173,PF00176,,Putative gene 1171,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01172,Gene_1172,gene,K00174,PF00177,,Putative gene 1172,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01173,Gene_1173,gene,K00175,PF00178,,Putative gene 1173,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01174,Gene_1174,gene,K00176,PF00179,,Putative gene 1174,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01175,Gene_1175,gene,K00177,PF00180,,Putative gene 1175,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01176,Gene_1176,gene,K00178,PF00181,,Putative gene 1176,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01177,Gene_1177,gene,K00179,PF00182,,Putative gene 1177,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01178,Gene_1178,gene,K00180,PF00183,,Putative gene 1178,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01179,Gene_1179,gene,K00181,PF00184,,Putative gene 1179,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01180,Gene_1180,gene,K00182,PF00185,,Putative gene 1180,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01181,Gene_1181,gene,K00183,PF00186,,Putative gene 1181,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01182,Gene_1182,gene,K00184,PF00187,,Putative gene 1182,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01183,Gene_1183,gene,K00185,PF00188,,Putative gene 1183,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01184,Gene_1184,gene,K00186,PF00189,,Putative gene 1184,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01185,Gene_1185,gene,K00187,PF00190,,Putative gene 1185,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01186,Gene_1186,gene,K00188,PF00191,,Putative gene 1186,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01187,Gene_1187,gene,K00189,PF00192,,Putative gene 1187,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01188,Gene_1188,gene,K00190,PF00193,,Putative gene 1188,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01189,Gene_1189,gene,K00191,PF00194,,Putative gene 1189,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01190,Gene_1190,gene,K00192,PF00195,,Putative gene 1190,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01191,Gene_1191,gene,K00193,PF00196,,Putative gene 1191,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01192,Gene_1192,gene,K00194,PF00197,,Putative gene 1192,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01193,Gene_1193,gene,K00195,PF00198,,Putative gene 1193,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01194,Gene_1194,gene,K00196,PF00199,,Putative gene 1194,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01195,Gene_1195,gene,K00197,PF00001,,Putative gene 1195,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01196,Gene_1196,gene,K00198,PF00002,,Putative gene 1196,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01197,Gene_1197,gene,K00199,PF00003,,Putative gene 1197,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01198,Gene_1198,gene,K00200,PF00004,,Putative gene 1198,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01199,Gene_1199,gene,K00201,PF00005,,Putative gene 1199,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01200,Gene_1200,gene,K00202,PF00006,,Putative gene 1200,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01201,Gene_1201,gene,K00203,PF00007,,Putative gene 1201,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01202,Gene_1202,gene,K00204,PF00008,,Putative gene 1202,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01203,Gene_1203,gene,K00205,PF00009,,Putative gene 1203,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01204,Gene_1204,gene,K00206,PF00010,,Putative gene 1204,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01205,Gene_1205,gene,K00207,PF00011,,Putative gene 1205,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01206,Gene_1206,gene,K00208,PF00012,,Putative gene 1206,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01207,Gene_1207,gene,K00209,PF00013,,Putative gene 1207,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01208,Gene_1208,gene,K00210,PF00014,,Putative gene 1208,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01209,Gene_1209,gene,K00211,PF00015,,Putative gene 1209,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01210,Gene_1210,gene,K00212,PF00016,,Putative gene 1210,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01211,Gene_1211,gene,K00213,PF00017,,Putative gene 1211,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01212,Gene_1212,gene,K00214,PF00018,,Putative gene 1212,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01213,Gene_1213,gene,K00215,PF00019,,Putative gene 1213,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01214,Gene_1214,gene,K00216,PF00020,,Putative gene 1214,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01215,Gene_1215,gene,K00217,PF00021,,Putative gene 1215,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01216,Gene_1216,gene,K00218,PF00022,,Putative gene 1216,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01217,Gene_1217,gene,K00219,PF00023,,Putative gene 1217,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01218,Gene_1218,gene,K00220,PF00024,,Putative gene 1218,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01219,Gene_1219,gene,K00221,PF00025,,Putative gene 1219,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01220,Gene_1220,gene,K00222,PF00026,,Putative gene 1220,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01221,Gene_1221,gene,K00223,PF00027,,Putative gene 1221,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01222,Gene_1222,gene,K00224,PF00028,,Putative gene 1222,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01223,Gene_1223,gene,K00225,PF00029,,Putative gene 1223,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01224,Gene_1224,gene,K00226,PF00030,,Putative gene 1224,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01225,Gene_1225,gene,K00227,PF00031,,Putative gene 1225,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01226,Gene_1226,gene,K00228,PF00032,,Putative gene 1226,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01227,Gene_1227,gene,K00229,PF00033,,Putative gene 1227,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01228,Gene_1228,gene,K00230,PF00034,,Putative gene 1228,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01229,Gene_1229,gene,K00231,PF00035,,Putative gene 1229,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01230,Gene_1230,gene,K00232,PF00036,,Putative gene 1230,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01231,Gene_1231,gene,K00233,PF00037,,Putative gene 1231,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01232,Gene_1232,gene,K00234,PF00038,,Putative gene 1232,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01233,Gene_1233,gene,K00235,PF00039,,Putative gene 1233,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01234,Gene_1234,gene,K00236,PF00040,,Putative gene 1234,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01235,Gene_1235,gene,K00237,PF00041,,Putative gene 1235,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01236,Gene_1236,gene,K00238,PF00042,,Putative gene 1236,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01237,Gene_1237,gene,K00239,PF00043,,Putative gene 1237,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01238,Gene_1238,gene,K00240,PF00044,,Putative gene 1238,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01239,Gene_1239,gene,K00241,PF00045,,Putative gene 1239,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01240,Gene_1240,gene,K00242,PF00046,,Putative gene 1240,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01241,Gene_1241,gene,K00243,PF00047,,Putative gene 1241,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01242,Gene_1242,gene,K00244,PF00048,,Putative gene 1242,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01243,Gene_1243,gene,K00245,PF00049,,Putative gene 1243,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01244,Gene_1244,gene,K00246,PF00050,,Putative gene 1244,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01245,Gene_1245,gene,K00247,PF00051,,Putative gene 1245,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01246,Gene_1246,gene,K00248,PF00052,,Putative gene 1246,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01247,Gene_1247,gene,K00249,PF00053,,Putative gene 1247,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01248,Gene_1248,gene,K00250,PF00054,,Putative gene 1248,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01249,Gene_1249,gene,K00251,PF00055,,Putative gene 1249,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01250,Gene_1250,gene,K00252,PF00056,,Putative gene 1250,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01251,Gene_1251,gene,K00253,PF00057,,Putative gene 1251,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01252,Gene_1252,gene,K00254,PF00058,,Putative gene 1252,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01253,Gene_1253,gene,K00255,PF00059,,Putative gene 1253,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01254,Gene_1254,gene,K00256,PF00060,,Putative gene 1254,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01255,Gene_1255,gene,K00257,PF00061,,Putative gene 1255,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01256,Gene_1256,gene,K00258,PF00062,,Putative gene 1256,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01257,Gene_1257,gene,K00259,PF00063,,Putative gene 1257,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01258,Gene_1258,gene,K00260,PF00064,,Putative gene 1258,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01259,Gene_1259,gene,K00261,PF00065,,Putative gene 1259,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01260,Gene_1260,gene,K00262,PF00066,,Putative gene 1260,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01261,Gene_1261,gene,K00263,PF00067,,Putative gene 1261,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01262,Gene_1262,gene,K00264,PF00068,,Putative gene 1262,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01263,Gene_1263,gene,K00265,PF00069,,Putative gene 1263,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01264,Gene_1264,gene,K00266,PF00070,,Putative gene 1264,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01265,Gene_1265,gene,K00267,PF00071,,Putative gene 1265,Unknown,Unknown,Unknown,Nicotiana tabacum
NtG_01266,Gene_1266,gene,K00268,PF00072,,Putative gene 1266,Unknown,Unknown,Unknown,Nicotiana tabacum
